time,fpr,tpr,roc_auc,auc_ci,precision,recall,AP,accuracy
all,"[0.         0.         0.         0.01724138 0.01724138 0.02586207
 0.02586207 0.03448276 0.03448276 0.06896552 0.06896552 0.0862069
 0.0862069  0.18965517 0.18965517 0.24137931 0.24137931 0.29310345
 0.29310345 0.31034483 0.31034483 0.36206897 0.36206897 0.43103448
 0.43103448 0.43965517 0.43965517 0.47413793 0.47413793 0.54310345
 0.54310345 0.59482759 0.59482759 0.72413793 0.72413793 1.        ]","[0.         0.02857143 0.22857143 0.22857143 0.34285714 0.34285714
 0.4        0.4        0.48571429 0.48571429 0.51428571 0.51428571
 0.54285714 0.54285714 0.57142857 0.57142857 0.62857143 0.62857143
 0.65714286 0.65714286 0.68571429 0.68571429 0.71428571 0.71428571
 0.74285714 0.74285714 0.82857143 0.82857143 0.85714286 0.85714286
 0.94285714 0.94285714 0.97142857 0.97142857 1.         1.        ]",0.7945812807881774,[0.68792488 0.83030788],"[0.29411765 0.28813559 0.29059829 0.29310345 0.29565217 0.29824561
 0.30088496 0.30357143 0.30630631 0.30909091 0.31192661 0.31481481
 0.31775701 0.32075472 0.32380952 0.32692308 0.33009709 0.32352941
 0.32673267 0.33       0.33333333 0.33673469 0.34020619 0.34375
 0.33684211 0.32978723 0.32258065 0.32608696 0.32967033 0.33333333
 0.33707865 0.34090909 0.34482759 0.34883721 0.35294118 0.3452381
 0.34939759 0.35365854 0.35802469 0.3625     0.35443038 0.34615385
 0.33766234 0.34210526 0.33333333 0.33783784 0.34246575 0.34722222
 0.35211268 0.35714286 0.36231884 0.36764706 0.37313433 0.36363636
 0.36923077 0.375      0.38095238 0.38709677 0.39344262 0.4
 0.38983051 0.39655172 0.40350877 0.39285714 0.4        0.40740741
 0.41509434 0.42307692 0.43137255 0.44       0.42857143 0.41666667
 0.42553191 0.43478261 0.44444444 0.45454545 0.46511628 0.47619048
 0.46341463 0.475      0.48717949 0.5        0.51351351 0.52777778
 0.54285714 0.55882353 0.57575758 0.59375    0.61290323 0.63333333
 0.65517241 0.64285714 0.66666667 0.69230769 0.68       0.70833333
 0.73913043 0.77272727 0.80952381 0.8        0.78947368 0.77777778
 0.82352941 0.8125     0.8        0.85714286 0.84615385 0.83333333
 0.81818182 0.8        0.88888889 1.         1.         1.
 1.         1.         1.         1.         1.         1.        ]","[1.         0.97142857 0.97142857 0.97142857 0.97142857 0.97142857
 0.97142857 0.97142857 0.97142857 0.97142857 0.97142857 0.97142857
 0.97142857 0.97142857 0.97142857 0.97142857 0.97142857 0.94285714
 0.94285714 0.94285714 0.94285714 0.94285714 0.94285714 0.94285714
 0.91428571 0.88571429 0.85714286 0.85714286 0.85714286 0.85714286
 0.85714286 0.85714286 0.85714286 0.85714286 0.85714286 0.82857143
 0.82857143 0.82857143 0.82857143 0.82857143 0.8        0.77142857
 0.74285714 0.74285714 0.71428571 0.71428571 0.71428571 0.71428571
 0.71428571 0.71428571 0.71428571 0.71428571 0.71428571 0.68571429
 0.68571429 0.68571429 0.68571429 0.68571429 0.68571429 0.68571429
 0.65714286 0.65714286 0.65714286 0.62857143 0.62857143 0.62857143
 0.62857143 0.62857143 0.62857143 0.62857143 0.6        0.57142857
 0.57142857 0.57142857 0.57142857 0.57142857 0.57142857 0.57142857
 0.54285714 0.54285714 0.54285714 0.54285714 0.54285714 0.54285714
 0.54285714 0.54285714 0.54285714 0.54285714 0.54285714 0.54285714
 0.54285714 0.51428571 0.51428571 0.51428571 0.48571429 0.48571429
 0.48571429 0.48571429 0.48571429 0.45714286 0.42857143 0.4
 0.4        0.37142857 0.34285714 0.34285714 0.31428571 0.28571429
 0.25714286 0.22857143 0.22857143 0.22857143 0.2        0.17142857
 0.14285714 0.11428571 0.08571429 0.05714286 0.02857143 0.        ]",0.6471842460209706,0.7748344370860927
proximal,"[0.         0.         0.02222222 0.02222222 0.06666667 0.06666667
 0.35555556 0.35555556 0.64444444 0.64444444 0.66666667 0.66666667
 0.75555556 0.75555556 0.82222222 0.82222222 1.        ]",[0.  0.1 0.1 0.2 0.2 0.3 0.3 0.4 0.4 0.5 0.5 0.6 0.6 0.8 0.8 1.  1. ],0.5088888888888888,[0.57555556 0.83111111],"[0.21276596 0.19565217 0.17777778 0.18181818 0.18604651 0.19047619
 0.17073171 0.15       0.15384615 0.15789474 0.16216216 0.16666667
 0.14285714 0.14705882 0.12121212 0.125      0.12903226 0.13333333
 0.13793103 0.14285714 0.14814815 0.15384615 0.16       0.16666667
 0.17391304 0.18181818 0.19047619 0.2        0.15789474 0.16666667
 0.17647059 0.1875     0.2        0.21428571 0.23076923 0.25
 0.27272727 0.3        0.33333333 0.375      0.42857143 0.5
 0.4        0.5        0.66666667 0.5        1.         1.        ]","[1.  0.9 0.8 0.8 0.8 0.8 0.7 0.6 0.6 0.6 0.6 0.6 0.5 0.5 0.4 0.4 0.4 0.4
 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.4 0.3 0.3 0.3 0.3 0.3 0.3 0.3 0.3
 0.3 0.3 0.3 0.3 0.3 0.3 0.2 0.2 0.2 0.1 0.1 0. ]",0.3450018186015861,0.8545454545454545
distal,"[0.         0.         0.01408451 0.01408451 0.02816901 0.02816901
 0.04225352 0.04225352 0.07042254 0.07042254 0.11267606 0.11267606
 0.21126761 0.21126761 0.4084507  0.4084507  0.45070423 0.45070423
 0.46478873 0.46478873 0.47887324 0.47887324 0.49295775 0.49295775
 0.52112676 0.52112676 0.67605634 0.67605634 0.84507042 0.84507042
 0.98591549 0.98591549 1.        ]","[0.   0.04 0.04 0.32 0.32 0.4  0.4  0.44 0.44 0.48 0.48 0.52 0.52 0.6
 0.6  0.64 0.64 0.68 0.68 0.72 0.72 0.76 0.76 0.8  0.8  0.88 0.88 0.92
 0.92 0.96 0.96 1.   1.  ]",0.7340845070422535,[0.5718169  0.75830986],"[0.26315789 0.25531915 0.25806452 0.26086957 0.26373626 0.26666667
 0.26966292 0.27272727 0.27586207 0.27906977 0.28235294 0.28571429
 0.27710843 0.2804878  0.28395062 0.2875     0.29113924 0.29487179
 0.2987013  0.30263158 0.30666667 0.31081081 0.31506849 0.31944444
 0.32394366 0.31428571 0.31884058 0.32352941 0.32835821 0.33333333
 0.33846154 0.34375    0.34920635 0.35483871 0.36065574 0.36666667
 0.37288136 0.36206897 0.35087719 0.35714286 0.36363636 0.35185185
 0.35849057 0.34615385 0.35294118 0.34       0.34693878 0.33333333
 0.34042553 0.34782609 0.35555556 0.34090909 0.34883721 0.35714286
 0.36585366 0.375      0.38461538 0.39473684 0.40540541 0.41666667
 0.42857143 0.44117647 0.45454545 0.46875    0.48387097 0.5
 0.48275862 0.46428571 0.48148148 0.5        0.52       0.54166667
 0.56521739 0.59090909 0.61904762 0.6        0.63157895 0.66666667
 0.70588235 0.6875     0.73333333 0.78571429 0.76923077 0.83333333
 0.81818182 0.8        0.88888889 0.875      0.85714286 0.83333333
 0.8        0.75       0.66666667 0.5        1.         1.        ]","[1.   0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.96 0.92 0.92
 0.92 0.92 0.92 0.92 0.92 0.92 0.92 0.92 0.92 0.92 0.92 0.88 0.88 0.88
 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.84 0.8  0.8  0.8  0.76
 0.76 0.72 0.72 0.68 0.68 0.64 0.64 0.64 0.64 0.6  0.6  0.6  0.6  0.6
 0.6  0.6  0.6  0.6  0.6  0.6  0.6  0.6  0.6  0.6  0.56 0.52 0.52 0.52
 0.52 0.52 0.52 0.52 0.52 0.48 0.48 0.48 0.48 0.44 0.44 0.44 0.4  0.4
 0.36 0.32 0.32 0.28 0.24 0.2  0.16 0.12 0.08 0.04 0.04 0.  ]",0.5920511350808993,0.7083333333333334
